Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-E7-A5KE-01A	TCGA-E7-A5KE	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-E7-A5KF-01A	TCGA-E7-A5KF	BLCA	TP	1	3	4	5	1	1	5	1	5	3	3
TCGA-E7-A677-01A	TCGA-E7-A677	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-E7-A678-01A	TCGA-E7-A678	BLCA	TP	1	3	4	5	1	1	5	1	1	5	5
TCGA-E7-A6MD-01A	TCGA-E7-A6MD	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-E7-A6ME-01A	TCGA-E7-A6ME	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-E7-A6MF-01A	TCGA-E7-A6MF	BLCA	TP	1	3	1	1	1	1	2	8	9	8	8
TCGA-E7-A7DU-01A	TCGA-E7-A7DU	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-E7-A7DV-01A	TCGA-E7-A7DV	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-E7-A7PW-01A	TCGA-E7-A7PW	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-E7-A7XN-01A	TCGA-E7-A7XN	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-E7-A85H-01A	TCGA-E7-A85H	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-E7-A8O7-01A	TCGA-E7-A8O7	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-E7-A8O8-01A	TCGA-E7-A8O8	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-E7-A97P-01A	TCGA-E7-A97P	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-E7-A97Q-01A	TCGA-E7-A97Q	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-FD-A3B3-01A	TCGA-FD-A3B3	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3B4-01A	TCGA-FD-A3B4	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3B5-01A	TCGA-FD-A3B5	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3B6-01A	TCGA-FD-A3B6	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3B7-01A	TCGA-FD-A3B7	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3B8-01A	TCGA-FD-A3B8	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3N5-01A	TCGA-FD-A3N5	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3N6-01A	TCGA-FD-A3N6	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3NA-01A	TCGA-FD-A3NA	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3SJ-01A	TCGA-FD-A3SJ	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-FD-A3SL-01A	TCGA-FD-A3SL	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-FD-A3SM-01A	TCGA-FD-A3SM	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-FD-A3SN-01A	TCGA-FD-A3SN	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3SO-01A	TCGA-FD-A3SO	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A3SP-01A	TCGA-FD-A3SP	BLCA	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-FD-A3SQ-01A	TCGA-FD-A3SQ	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-FD-A3SR-01A	TCGA-FD-A3SR	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-FD-A3SS-01A	TCGA-FD-A3SS	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A43N-01A	TCGA-FD-A43N	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A43P-01A	TCGA-FD-A43P	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A43S-01A	TCGA-FD-A43S	BLCA	TP	1	3	4	5	6	6	7	7	8	7	7
TCGA-FD-A43U-01A	TCGA-FD-A43U	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A43X-01A	TCGA-FD-A43X	BLCA	TP	1	3	4	5	1	1	5	1	1	5	5
TCGA-FD-A43Y-01A	TCGA-FD-A43Y	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A5BR-01A	TCGA-FD-A5BR	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A5BS-01A	TCGA-FD-A5BS	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A5BT-01A	TCGA-FD-A5BT	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A5BU-01A	TCGA-FD-A5BU	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A5BV-01A	TCGA-FD-A5BV	BLCA	TP	1	3	4	5	6	6	7	7	5	3	3
TCGA-FD-A5BX-01A	TCGA-FD-A5BX	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-FD-A5BY-01A	TCGA-FD-A5BY	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A5BZ-01A	TCGA-FD-A5BZ	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-FD-A5C0-01A	TCGA-FD-A5C0	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A5C1-01A	TCGA-FD-A5C1	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A62N-01A	TCGA-FD-A62N	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A62O-01A	TCGA-FD-A62O	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-FD-A62P-01A	TCGA-FD-A62P	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A62S-01A	TCGA-FD-A62S	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A6TA-01A	TCGA-FD-A6TA	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A6TB-01A	TCGA-FD-A6TB	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-FD-A6TC-01A	TCGA-FD-A6TC	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A6TD-01A	TCGA-FD-A6TD	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A6TE-01A	TCGA-FD-A6TE	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FD-A6TF-01A	TCGA-FD-A6TF	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-FD-A6TG-01A	TCGA-FD-A6TG	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-FD-A6TH-01A	TCGA-FD-A6TH	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-FD-A6TI-01A	TCGA-FD-A6TI	BLCA	TP	1	3	1	1	1	1	2	8	9	8	8
TCGA-FD-A6TK-01A	TCGA-FD-A6TK	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FJ-A3Z7-01A	TCGA-FJ-A3Z7	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-FJ-A3Z9-01A	TCGA-FJ-A3Z9	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-FJ-A3ZE-01A	TCGA-FJ-A3ZE	BLCA	TP	1	3	3	4	5	5	6	1	5	3	3
TCGA-FJ-A3ZF-01A	TCGA-FJ-A3ZF	BLCA	TP	1	3	1	1	2	2	5	1	1	5	5
TCGA-FJ-A871-01A	TCGA-FJ-A871	BLCA	TP	1	3	4	5	1	1	5	1	1	5	5
TCGA-FT-A3EE-01A	TCGA-FT-A3EE	BLCA	TP	1	3	4	5	6	6	7	7	5	3	3
TCGA-FT-A61P-01A	TCGA-FT-A61P	BLCA	TP	1	3	3	4	5	5	6	5	7	6	6
TCGA-G2-A2EC-01A	TCGA-G2-A2EC	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-G2-A2EF-01A	TCGA-G2-A2EF	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A2EJ-01A	TCGA-G2-A2EJ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A2EK-01A	TCGA-G2-A2EK	BLCA	TP	1	3	1	1	2	2	2	1	8	7	7
TCGA-G2-A2EL-01A	TCGA-G2-A2EL	BLCA	TP	1	2	2	2	3	3	5	1	1	5	5
TCGA-G2-A2EO-01A	TCGA-G2-A2EO	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A2ES-01A	TCGA-G2-A2ES	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A3IB-01A	TCGA-G2-A3IB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A3IE-01A	TCGA-G2-A3IE	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-A3VY-01A	TCGA-G2-A3VY	BLCA	TP	1	3	1	1	2	2	2	2	9	8	8
TCGA-G2-AA3B-01A	TCGA-G2-AA3B	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-G2-AA3C-01A	TCGA-G2-AA3C	BLCA	TP	1	3	3	4	5	5	6	5	4	2	2
TCGA-G2-AA3D-01A	TCGA-G2-AA3D	BLCA	TP	1	3	3	4	5	5	6	1	5	3	3
TCGA-G2-AA3F-01A	TCGA-G2-AA3F	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-GC-A3BM-01A	TCGA-GC-A3BM	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3I6-01A	TCGA-GC-A3I6	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3OO-01A	TCGA-GC-A3OO	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-GC-A3RB-01A	TCGA-GC-A3RB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3RC-01A	TCGA-GC-A3RC	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3RD-01A	TCGA-GC-A3RD	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3WC-01A	TCGA-GC-A3WC	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A3YS-01A	TCGA-GC-A3YS	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A4ZW-01A	TCGA-GC-A4ZW	BLCA	TP	1	3	1	1	2	2	5	1	1	5	5
TCGA-GC-A6I1-01A	TCGA-GC-A6I1	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GC-A6I3-01A	TCGA-GC-A6I3	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-GD-A2C5-01A	TCGA-GD-A2C5	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-GD-A3OP-01A	TCGA-GD-A3OP	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-GD-A3OQ-01A	TCGA-GD-A3OQ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GD-A3OS-01A	TCGA-GD-A3OS	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GD-A6C6-01A	TCGA-GD-A6C6	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-GD-A76B-01A	TCGA-GD-A76B	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-GU-A42P-01A	TCGA-GU-A42P	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-GU-A42Q-01A	TCGA-GU-A42Q	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GU-A42R-01A	TCGA-GU-A42R	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GU-A762-01A	TCGA-GU-A762	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GU-A763-01A	TCGA-GU-A763	BLCA	TP	1	3	3	4	1	1	5	1	1	5	5
TCGA-GU-A764-01A	TCGA-GU-A764	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GU-A766-01A	TCGA-GU-A766	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GU-A767-01A	TCGA-GU-A767	BLCA	TP	1	3	1	1	2	2	2	8	2	4	4
TCGA-GU-AATO-01A	TCGA-GU-AATO	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-GU-AATP-01A	TCGA-GU-AATP	BLCA	TP	1	3	3	4	5	5	6	5	1	5	5
TCGA-GU-AATQ-01A	TCGA-GU-AATQ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GV-A3JV-01A	TCGA-GV-A3JV	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-GV-A3JW-01A	TCGA-GV-A3JW	BLCA	TP	1	3	1	1	2	2	5	8	9	8	8
TCGA-GV-A3JX-01A	TCGA-GV-A3JX	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-GV-A3JZ-01A	TCGA-GV-A3JZ	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-GV-A3QF-01A	TCGA-GV-A3QF	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GV-A3QG-01A	TCGA-GV-A3QG	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-GV-A3QH-01A	TCGA-GV-A3QH	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-GV-A3QI-01A	TCGA-GV-A3QI	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-GV-A3QK-01B	TCGA-GV-A3QK	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GV-A40E-01A	TCGA-GV-A40E	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-GV-A40G-01A	TCGA-GV-A40G	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-GV-A6ZA-01A	TCGA-GV-A6ZA	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-H4-A2HO-01A	TCGA-H4-A2HO	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-H4-A2HQ-01A	TCGA-H4-A2HQ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-HQ-A2OE-01A	TCGA-HQ-A2OE	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-HQ-A2OF-01A	TCGA-HQ-A2OF	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-HQ-A5ND-01A	TCGA-HQ-A5ND	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-HQ-A5NE-01A	TCGA-HQ-A5NE	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A3WS-01A	TCGA-K4-A3WS	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-K4-A3WU-01B	TCGA-K4-A3WU	BLCA	TP	1	3	3	4	5	5	2	8	9	8	8
TCGA-K4-A3WV-01A	TCGA-K4-A3WV	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A4AB-01B	TCGA-K4-A4AB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A4AC-01A	TCGA-K4-A4AC	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A54R-01A	TCGA-K4-A54R	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A5RH-01A	TCGA-K4-A5RH	BLCA	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-K4-A5RI-01A	TCGA-K4-A5RI	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A5RJ-01A	TCGA-K4-A5RJ	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-K4-A6FZ-01A	TCGA-K4-A6FZ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A6MB-01A	TCGA-K4-A6MB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-K4-A83P-01A	TCGA-K4-A83P	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-K4-AAQO-01A	TCGA-K4-AAQO	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-KQ-A41N-01A	TCGA-KQ-A41N	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-KQ-A41O-01A	TCGA-KQ-A41O	BLCA	TP	1	3	4	5	1	1	5	1	1	5	5
TCGA-KQ-A41P-01A	TCGA-KQ-A41P	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-KQ-A41Q-01A	TCGA-KQ-A41Q	BLCA	TP	1	3	3	4	5	5	6	5	7	6	6
TCGA-KQ-A41R-01A	TCGA-KQ-A41R	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-KQ-A41S-01A	TCGA-KQ-A41S	BLCA	TP	1	3	1	1	2	2	2	8	2	4	4
TCGA-LC-A66R-01A	TCGA-LC-A66R	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-LT-A5Z6-01A	TCGA-LT-A5Z6	BLCA	TP	1	3	3	4	5	5	6	1	5	3	3
TCGA-LT-A8JT-01A	TCGA-LT-A8JT	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-MV-A51V-01A	TCGA-MV-A51V	BLCA	TP	1	3	4	5	6	6	7	8	7	6	6
TCGA-PQ-A6FI-01A	TCGA-PQ-A6FI	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-PQ-A6FN-01A	TCGA-PQ-A6FN	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-R3-A69X-01A	TCGA-R3-A69X	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-S5-A6DX-01A	TCGA-S5-A6DX	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-S5-AA26-01A	TCGA-S5-AA26	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-SY-A9G0-01A	TCGA-SY-A9G0	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SY-A9G5-01A	TCGA-SY-A9G5	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A78K-01A	TCGA-UY-A78K	BLCA	TP	1	1	1	1	2	2	2	2	8	7	7
TCGA-UY-A78L-01A	TCGA-UY-A78L	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A78M-01A	TCGA-UY-A78M	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A78N-01A	TCGA-UY-A78N	BLCA	TP	1	3	1	1	2	2	5	1	9	8	8
TCGA-UY-A78O-01A	TCGA-UY-A78O	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-UY-A78P-01A	TCGA-UY-A78P	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A8OB-01A	TCGA-UY-A8OB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A8OC-01A	TCGA-UY-A8OC	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A8OD-01A	TCGA-UY-A8OD	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UY-A9PA-01A	TCGA-UY-A9PA	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A9PB-01A	TCGA-UY-A9PB	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-UY-A9PD-01A	TCGA-UY-A9PD	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-UY-A9PE-01A	TCGA-UY-A9PE	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-UY-A9PF-01A	TCGA-UY-A9PF	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-UY-A9PH-01A	TCGA-UY-A9PH	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-XF-A8HB-01A	TCGA-XF-A8HB	BLCA	TP	1	3	3	4	1	1	5	1	5	3	3
TCGA-XF-A8HC-01A	TCGA-XF-A8HC	BLCA	TP	1	3	4	5	1	1	1	8	6	5	5
TCGA-XF-A8HD-01A	TCGA-XF-A8HD	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-XF-A8HE-01A	TCGA-XF-A8HE	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A8HF-01A	TCGA-XF-A8HF	BLCA	TP	1	3	3	4	5	5	6	5	1	5	5
TCGA-XF-A8HG-01A	TCGA-XF-A8HG	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-XF-A8HH-01A	TCGA-XF-A8HH	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-A8HI-01A	TCGA-XF-A8HI	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SH-01A	TCGA-XF-A9SH	BLCA	TP	1	3	4	5	6	6	7	7	5	3	3
TCGA-XF-A9SI-01A	TCGA-XF-A9SI	BLCA	TP	1	1	1	1	2	2	2	2	8	7	7
TCGA-XF-A9SJ-01A	TCGA-XF-A9SJ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SK-01A	TCGA-XF-A9SK	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SL-01A	TCGA-XF-A9SL	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-A9SM-01A	TCGA-XF-A9SM	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SP-01A	TCGA-XF-A9SP	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-A9ST-01A	TCGA-XF-A9ST	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SU-01A	TCGA-XF-A9SU	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SV-01A	TCGA-XF-A9SV	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XF-A9SW-01A	TCGA-XF-A9SW	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XF-A9SX-01A	TCGA-XF-A9SX	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-XF-A9SY-01A	TCGA-XF-A9SY	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9SZ-01A	TCGA-XF-A9SZ	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9T0-01A	TCGA-XF-A9T0	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9T2-01A	TCGA-XF-A9T2	BLCA	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-XF-A9T3-01A	TCGA-XF-A9T3	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-A9T4-01A	TCGA-XF-A9T4	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9T5-01A	TCGA-XF-A9T5	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-XF-A9T6-01A	TCGA-XF-A9T6	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-A9T8-01A	TCGA-XF-A9T8	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAME-01A	TCGA-XF-AAME	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAMG-01A	TCGA-XF-AAMG	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-AAMH-01A	TCGA-XF-AAMH	BLCA	TP	1	3	4	5	6	6	5	1	1	5	5
TCGA-XF-AAMJ-01A	TCGA-XF-AAMJ	BLCA	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-XF-AAML-01A	TCGA-XF-AAML	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAMQ-01A	TCGA-XF-AAMQ	BLCA	TP	1	3	3	4	5	5	6	5	8	7	7
TCGA-XF-AAMR-01A	TCGA-XF-AAMR	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-AAMT-01A	TCGA-XF-AAMT	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAMW-01A	TCGA-XF-AAMW	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAMX-01A	TCGA-XF-AAMX	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-AAMY-01A	TCGA-XF-AAMY	BLCA	TP	1	3	3	4	5	5	6	5	2	4	4
TCGA-XF-AAMZ-01A	TCGA-XF-AAMZ	BLCA	TP	1	3	1	1	2	2	2	2	2	4	4
TCGA-XF-AAN0-01A	TCGA-XF-AAN0	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAN1-01A	TCGA-XF-AAN1	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-XF-AAN2-01A	TCGA-XF-AAN2	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAN3-01A	TCGA-XF-AAN3	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAN4-01A	TCGA-XF-AAN4	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XF-AAN5-01A	TCGA-XF-AAN5	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-XF-AAN7-01A	TCGA-XF-AAN7	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XF-AAN8-01A	TCGA-XF-AAN8	BLCA	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-YC-A89H-01A	TCGA-YC-A89H	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-YC-A8S6-01A	TCGA-YC-A8S6	BLCA	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-YC-A9TC-01A	TCGA-YC-A9TC	BLCA	TP	1	3	3	4	5	5	6	5	1	5	5
TCGA-YF-AA3L-01A	TCGA-YF-AA3L	BLCA	TP	1	3	4	5	6	6	2	1	1	5	5
TCGA-YF-AA3M-01A	TCGA-YF-AA3M	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-ZF-A9R0-01A	TCGA-ZF-A9R0	BLCA	TP	1	3	3	4	5	5	6	5	7	6	6
TCGA-ZF-A9R1-01A	TCGA-ZF-A9R1	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-ZF-A9R2-01A	TCGA-ZF-A9R2	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-ZF-A9R3-01A	TCGA-ZF-A9R3	BLCA	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-ZF-A9R4-01A	TCGA-ZF-A9R4	BLCA	TP	1	3	3	4	5	5	6	1	1	5	5
TCGA-ZF-A9R5-01A	TCGA-ZF-A9R5	BLCA	TP	1	3	1	1	1	1	5	1	1	5	5
