Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-2G-AAFN-01A	TCGA-2G-AAFN	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-2G-AAFO-01A	TCGA-2G-AAFO	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAFV-01A	TCGA-2G-AAFV	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAFY-01A	TCGA-2G-AAFY	TGCT	TP	1	1	3	4	5	5	6	5	2	4	7
TCGA-2G-AAFZ-01A	TCGA-2G-AAFZ	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AAG0-01A	TCGA-2G-AAG0	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAG3-01A	TCGA-2G-AAG3	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAG5-01A	TCGA-2G-AAG5	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AAG6-01A	TCGA-2G-AAG6	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAG7-01A	TCGA-2G-AAG7	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAG8-01A	TCGA-2G-AAG8	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAG9-01A	TCGA-2G-AAG9	TGCT	TP	1	1	3	4	5	5	6	5	1	5	7
TCGA-2G-AAGA-01A	TCGA-2G-AAGA	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGC-01A	TCGA-2G-AAGC	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAGE-01A	TCGA-2G-AAGE	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGF-01A	TCGA-2G-AAGF	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAGG-01A	TCGA-2G-AAGG	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AAGI-01A	TCGA-2G-AAGI	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AAGJ-01A	TCGA-2G-AAGJ	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAGK-01A	TCGA-2G-AAGK	TGCT	TP	1	1	3	4	5	5	6	5	7	6	7
TCGA-2G-AAGM-01A	TCGA-2G-AAGM	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGN-01A	TCGA-2G-AAGN	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAGO-01A	TCGA-2G-AAGO	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGP-01A	TCGA-2G-AAGP	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AAGS-01A	TCGA-2G-AAGS	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGT-01A	TCGA-2G-AAGT	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-2G-AAGV-01A	TCGA-2G-AAGV	TGCT	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-2G-AAGW-01A	TCGA-2G-AAGW	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAGX-01A	TCGA-2G-AAGX	TGCT	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-2G-AAGY-01A	TCGA-2G-AAGY	TGCT	TP	2	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAGZ-01A	TCGA-2G-AAGZ	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAH0-01A	TCGA-2G-AAH0	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAH2-01A	TCGA-2G-AAH2	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAH3-01A	TCGA-2G-AAH3	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAH4-01A	TCGA-2G-AAH4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAH8-01A	TCGA-2G-AAH8	TGCT	TP	1	1	1	1	2	4	4	1	1	5	5
TCGA-2G-AAHA-01A	TCGA-2G-AAHA	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-2G-AAHC-01A	TCGA-2G-AAHC	TGCT	TP	1	1	1	1	2	2	2	2	8	7	7
TCGA-2G-AAHG-01A	TCGA-2G-AAHG	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAHL-01A	TCGA-2G-AAHL	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAHN-01A	TCGA-2G-AAHN	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-2G-AAHP-01A	TCGA-2G-AAHP	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAHT-01A	TCGA-2G-AAHT	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAKD-01A	TCGA-2G-AAKD	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AAKG-01A	TCGA-2G-AAKG	TGCT	TP	1	1	3	4	5	5	6	5	7	6	7
TCGA-2G-AAKH-01A	TCGA-2G-AAKH	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAKL-01A	TCGA-2G-AAKL	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAKM-01A	TCGA-2G-AAKM	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAKO-01A	TCGA-2G-AAKO	TGCT	TP	1	1	1	1	2	2	2	2	8	7	7
TCGA-2G-AAL5-01A	TCGA-2G-AAL5	TGCT	TP	2	2	2	2	3	3	5	1	1	5	5
TCGA-2G-AAL7-01A	TCGA-2G-AAL7	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-2G-AALF-01A	TCGA-2G-AALF	TGCT	TP	1	1	1	3	4	1	5	1	1	5	5
TCGA-2G-AALG-01A	TCGA-2G-AALG	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AALN-01A	TCGA-2G-AALN	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-2G-AALO-01A	TCGA-2G-AALO	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AALP-01A	TCGA-2G-AALP	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-2G-AALQ-01A	TCGA-2G-AALQ	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AALR-01A	TCGA-2G-AALR	TGCT	TP	1	2	2	2	3	3	5	1	1	5	5
TCGA-2G-AALS-01A	TCGA-2G-AALS	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-2G-AALT-01A	TCGA-2G-AALT	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AALW-01A	TCGA-2G-AALW	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-2G-AALX-01A	TCGA-2G-AALX	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AALY-01A	TCGA-2G-AALY	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AALZ-01A	TCGA-2G-AALZ	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAM2-01A	TCGA-2G-AAM2	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAM3-01A	TCGA-2G-AAM3	TGCT	TP	1	1	1	1	2	2	5	8	9	8	8
TCGA-2G-AAM4-01A	TCGA-2G-AAM4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2X-A9D5-01A	TCGA-2X-A9D5	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2X-A9D6-01A	TCGA-2X-A9D6	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-4K-AA1G-01A	TCGA-4K-AA1G	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-4K-AA1H-01A	TCGA-4K-AA1H	TGCT	TP	1	1	1	1	2	2	2	2	8	7	7
TCGA-4K-AA1I-01A	TCGA-4K-AA1I	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-4K-AAAL-01A	TCGA-4K-AAAL	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-S6-A8JW-01A	TCGA-S6-A8JW	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-S6-A8JX-01A	TCGA-S6-A8JX	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-S6-A8JY-01A	TCGA-S6-A8JY	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SB-A6J6-01A	TCGA-SB-A6J6	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SB-A76C-01A	TCGA-SB-A76C	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SN-A6IS-01A	TCGA-SN-A6IS	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SN-A84W-01A	TCGA-SN-A84W	TGCT	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-SN-A84X-01A	TCGA-SN-A84X	TGCT	TP	1	3	3	4	5	5	6	5	5	3	3
TCGA-SN-A84Y-01A	TCGA-SN-A84Y	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SO-A8JP-01A	TCGA-SO-A8JP	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-VF-A8A8-01A	TCGA-VF-A8A8	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-VF-A8A9-01A	TCGA-VF-A8A9	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-VF-A8AA-01A	TCGA-VF-A8AA	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-VF-A8AB-01A	TCGA-VF-A8AB	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-VF-A8AC-01A	TCGA-VF-A8AC	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-VF-A8AD-01A	TCGA-VF-A8AD	TGCT	TP	1	1	3	4	5	5	6	5	1	5	7
TCGA-VF-A8AE-01A	TCGA-VF-A8AE	TGCT	TP	1	1	3	4	5	4	4	1	1	5	7
TCGA-W4-A7U2-01A	TCGA-W4-A7U2	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-W4-A7U3-01A	TCGA-W4-A7U3	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-W4-A7U4-01A	TCGA-W4-A7U4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-WZ-A7V3-01A	TCGA-WZ-A7V3	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-WZ-A7V4-01A	TCGA-WZ-A7V4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	7
TCGA-WZ-A7V5-01A	TCGA-WZ-A7V5	TGCT	TP	1	1	1	1	2	2	2	2	2	4	7
TCGA-WZ-A8D5-01A	TCGA-WZ-A8D5	TGCT	TP	1	1	3	4	5	4	4	4	8	2	7
TCGA-X3-A8G4-01A	TCGA-X3-A8G4	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-XE-A8H1-01A	TCGA-XE-A8H1	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XE-A8H4-01A	TCGA-XE-A8H4	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-XE-A8H5-01A	TCGA-XE-A8H5	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-XE-A9SE-01A	TCGA-XE-A9SE	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AANI-01A	TCGA-XE-AANI	TGCT	TP	2	2	2	2	3	3	3	3	3	4	4
TCGA-XE-AANJ-01A	TCGA-XE-AANJ	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-XE-AANR-01A	TCGA-XE-AANR	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AANV-01A	TCGA-XE-AANV	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AAO3-01A	TCGA-XE-AAO3	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AAO4-01A	TCGA-XE-AAO4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AAO6-01A	TCGA-XE-AAO6	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-XE-AAOB-01A	TCGA-XE-AAOB	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-XE-AAOC-01A	TCGA-XE-AAOC	TGCT	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-XE-AAOD-01A	TCGA-XE-AAOD	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XE-AAOF-01A	TCGA-XE-AAOF	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XE-AAOJ-01A	TCGA-XE-AAOJ	TGCT	TP	1	1	1	1	2	2	5	1	1	1	1
TCGA-XE-AAOL-01A	TCGA-XE-AAOL	TGCT	TP	1	1	1	1	1	1	5	1	1	5	5
TCGA-XY-A89B-01A	TCGA-XY-A89B	TGCT	TP	1	1	3	4	5	4	4	4	8	7	7
TCGA-XY-A8S2-01A	TCGA-XY-A8S2	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XY-A8S3-01B	TCGA-XY-A8S3	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-XY-A9T9-01A	TCGA-XY-A9T9	TGCT	TP	1	1	1	1	2	2	2	2	2	4	7
TCGA-YU-A90P-01A	TCGA-YU-A90P	TGCT	TP	1	1	3	4	5	5	6	5	1	5	7
TCGA-YU-A90Q-01A	TCGA-YU-A90Q	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-YU-A90S-01A	TCGA-YU-A90S	TGCT	TP	1	1	3	4	5	4	4	4	8	7	7
TCGA-YU-A90W-01A	TCGA-YU-A90W	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-YU-A90Y-01A	TCGA-YU-A90Y	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-YU-A912-01A	TCGA-YU-A912	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-YU-A94D-01A	TCGA-YU-A94D	TGCT	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-YU-A94I-01A	TCGA-YU-A94I	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-YU-AA4L-01A	TCGA-YU-AA4L	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-YU-AA61-01A	TCGA-YU-AA61	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-ZM-AA05-01A	TCGA-ZM-AA05	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-ZM-AA06-01A	TCGA-ZM-AA06	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-ZM-AA0B-01A	TCGA-ZM-AA0B	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-ZM-AA0D-01A	TCGA-ZM-AA0D	TGCT	TP	1	1	3	4	5	5	6	1	8	7	7
TCGA-ZM-AA0E-01A	TCGA-ZM-AA0E	TGCT	TP	1	1	3	4	5	5	6	1	1	5	7
TCGA-ZM-AA0F-01A	TCGA-ZM-AA0F	TGCT	TP	1	1	4	5	6	6	7	7	7	6	6
TCGA-ZM-AA0H-01A	TCGA-ZM-AA0H	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-ZM-AA0N-01A	TCGA-ZM-AA0N	TGCT	TP	1	1	1	1	1	1	5	1	1	5	5
TCGA-RZ-AB0B-01A	TCGA-RZ-AB0B	UVM	TP	2	1	1	1	2	2	2	2	2	1	1
TCGA-V3-A9ZX-01A	TCGA-V3-A9ZX	UVM	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-V3-A9ZY-01A	TCGA-V3-A9ZY	UVM	TP	2	1	1	1	1	1	1	6	6	10	10
TCGA-V4-A9E5-01A	TCGA-V4-A9E5	UVM	TP	2	2	2	2	1	1	1	1	6	1	1
TCGA-V4-A9E7-01A	TCGA-V4-A9E7	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-V4-A9E8-01A	TCGA-V4-A9E8	UVM	TP	1	1	1	1	1	1	1	1	6	5	5
TCGA-V4-A9E9-01A	TCGA-V4-A9E9	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-V4-A9EA-01A	TCGA-V4-A9EA	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-V4-A9EC-01A	TCGA-V4-A9EC	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-V4-A9ED-01A	TCGA-V4-A9ED	UVM	TP	1	1	1	1	1	1	1	1	6	5	5
TCGA-V4-A9EE-01A	TCGA-V4-A9EE	UVM	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9EF-01A	TCGA-V4-A9EF	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-V4-A9EH-01A	TCGA-V4-A9EH	UVM	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-V4-A9EI-01A	TCGA-V4-A9EI	UVM	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9EJ-01A	TCGA-V4-A9EJ	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-V4-A9EK-01A	TCGA-V4-A9EK	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-V4-A9EL-01A	TCGA-V4-A9EL	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-V4-A9EM-01A	TCGA-V4-A9EM	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-V4-A9EO-01A	TCGA-V4-A9EO	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-V4-A9EQ-01A	TCGA-V4-A9EQ	UVM	TP	1	1	1	1	1	1	1	6	6	1	1
TCGA-V4-A9ES-01A	TCGA-V4-A9ES	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-V4-A9ET-01A	TCGA-V4-A9ET	UVM	TP	2	2	2	2	1	1	1	3	6	1	1
TCGA-V4-A9EU-01A	TCGA-V4-A9EU	UVM	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9EV-01A	TCGA-V4-A9EV	UVM	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-V4-A9EW-01A	TCGA-V4-A9EW	UVM	TP	2	2	2	2	1	1	1	1	1	1	1
TCGA-V4-A9EX-01A	TCGA-V4-A9EX	UVM	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9EY-01A	TCGA-V4-A9EY	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-V4-A9EZ-01A	TCGA-V4-A9EZ	UVM	TP	2	1	1	1	1	1	1	1	6	1	1
TCGA-V4-A9F0-01A	TCGA-V4-A9F0	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-V4-A9F1-01A	TCGA-V4-A9F1	UVM	TP	2	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9F2-01A	TCGA-V4-A9F2	UVM	TP	2	1	1	1	1	1	1	1	6	5	5
TCGA-V4-A9F3-01A	TCGA-V4-A9F3	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-V4-A9F4-01A	TCGA-V4-A9F4	UVM	TP	2	1	1	1	2	2	2	2	2	1	1
TCGA-V4-A9F5-01A	TCGA-V4-A9F5	UVM	TP	2	2	2	2	1	1	5	1	1	1	1
TCGA-V4-A9F7-01A	TCGA-V4-A9F7	UVM	TP	2	2	2	2	3	3	3	6	6	1	1
TCGA-V4-A9F8-01A	TCGA-V4-A9F8	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-VD-A8K7-01B	TCGA-VD-A8K7	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-VD-A8K8-01A	TCGA-VD-A8K8	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-VD-A8K9-01A	TCGA-VD-A8K9	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-VD-A8KA-01B	TCGA-VD-A8KA	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-VD-A8KB-01A	TCGA-VD-A8KB	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-VD-A8KD-01A	TCGA-VD-A8KD	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-VD-A8KE-01A	TCGA-VD-A8KE	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-VD-A8KF-01A	TCGA-VD-A8KF	UVM	TP	2	1	1	1	2	2	2	2	2	1	1
TCGA-VD-A8KG-01A	TCGA-VD-A8KG	UVM	TP	1	1	1	1	1	1	1	1	1	5	5
TCGA-VD-A8KH-01A	TCGA-VD-A8KH	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-VD-A8KI-01A	TCGA-VD-A8KI	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-VD-A8KJ-01A	TCGA-VD-A8KJ	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-VD-A8KK-01A	TCGA-VD-A8KK	UVM	TP	1	1	1	1	1	1	5	1	6	1	1
TCGA-VD-A8KL-01A	TCGA-VD-A8KL	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-VD-A8KM-01A	TCGA-VD-A8KM	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-VD-A8KN-01A	TCGA-VD-A8KN	UVM	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-VD-A8KO-01A	TCGA-VD-A8KO	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-VD-AA8M-01A	TCGA-VD-AA8M	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-VD-AA8N-01A	TCGA-VD-AA8N	UVM	TP	1	1	1	1	1	1	1	1	6	5	5
TCGA-VD-AA8O-01A	TCGA-VD-AA8O	UVM	TP	1	1	1	1	1	1	1	2	6	4	4
TCGA-VD-AA8P-01A	TCGA-VD-AA8P	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-VD-AA8Q-01A	TCGA-VD-AA8Q	UVM	TP	2	2	2	2	1	1	1	3	6	1	1
TCGA-VD-AA8R-01A	TCGA-VD-AA8R	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-VD-AA8S-01B	TCGA-VD-AA8S	UVM	TP	2	1	1	1	1	1	1	2	6	1	1
TCGA-VD-AA8T-01A	TCGA-VD-AA8T	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-WC-A87T-01A	TCGA-WC-A87T	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-WC-A87U-01A	TCGA-WC-A87U	UVM	TP	2	2	2	2	1	1	5	1	1	1	1
TCGA-WC-A87W-01A	TCGA-WC-A87W	UVM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-WC-A87Y-01A	TCGA-WC-A87Y	UVM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-WC-A880-01A	TCGA-WC-A880	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-WC-A881-01A	TCGA-WC-A881	UVM	TP	2	1	1	1	1	1	1	2	6	1	1
TCGA-WC-A882-01A	TCGA-WC-A882	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-WC-A883-01A	TCGA-WC-A883	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WC-A884-01A	TCGA-WC-A884	UVM	TP	2	1	1	1	1	1	1	1	1	5	5
TCGA-WC-A885-01A	TCGA-WC-A885	UVM	TP	2	2	2	2	1	1	1	6	6	1	1
TCGA-WC-A888-01A	TCGA-WC-A888	UVM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-WC-A88A-01A	TCGA-WC-A88A	UVM	TP	2	1	1	1	2	2	2	2	2	1	1
TCGA-WC-AA9A-01A	TCGA-WC-AA9A	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WC-AA9E-01A	TCGA-WC-AA9E	UVM	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-YZ-A980-01A	TCGA-YZ-A980	UVM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-YZ-A982-01A	TCGA-YZ-A982	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-YZ-A983-01A	TCGA-YZ-A983	UVM	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-YZ-A984-01A	TCGA-YZ-A984	UVM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-YZ-A985-01A	TCGA-YZ-A985	UVM	TP	2	1	1	1	1	1	1	6	6	1	1
TCGA-3X-AAV9-01A	TCGA-3X-AAV9	CHOL	TP	1	3	4	5	6	6	7	7	8	7	7
TCGA-3X-AAVA-01A	TCGA-3X-AAVA	CHOL	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-3X-AAVB-01A	TCGA-3X-AAVB	CHOL	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-3X-AAVC-01A	TCGA-3X-AAVC	CHOL	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-3X-AAVE-01A	TCGA-3X-AAVE	CHOL	TP	1	1	4	3	4	4	4	4	4	2	2
TCGA-4G-AAZO-01A	TCGA-4G-AAZO	CHOL	TP	1	1	4	3	4	4	4	4	4	2	2
TCGA-4G-AAZT-01A	TCGA-4G-AAZT	CHOL	TP	1	1	4	3	4	7	8	9	10	9	9
TCGA-W5-AA2G-01A	TCGA-W5-AA2G	CHOL	TP	1	1	1	3	4	7	8	9	10	9	9
TCGA-W5-AA2H-01A	TCGA-W5-AA2H	CHOL	TP	1	1	1	1	2	4	4	4	8	7	7
TCGA-W5-AA2I-01A	TCGA-W5-AA2I	CHOL	TP	1	1	4	3	4	7	8	9	10	9	9
TCGA-W5-AA2O-01A	TCGA-W5-AA2O	CHOL	TP	1	1	4	3	4	7	8	9	10	9	9
TCGA-W5-AA2Q-01A	TCGA-W5-AA2Q	CHOL	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-W5-AA2R-01A	TCGA-W5-AA2R	CHOL	TP	1	1	1	3	4	7	8	9	10	9	9
TCGA-W5-AA2T-01A	TCGA-W5-AA2T	CHOL	TP	1	1	1	3	4	7	8	9	10	9	9
TCGA-W5-AA2U-01A	TCGA-W5-AA2U	CHOL	TP	1	1	1	3	4	2	2	2	2	4	4
TCGA-W5-AA2W-01A	TCGA-W5-AA2W	CHOL	TP	1	1	1	3	4	7	8	9	10	9	9
TCGA-W5-AA2X-01A	TCGA-W5-AA2X	CHOL	TP	1	3	4	5	6	6	7	7	7	6	6
TCGA-W5-AA2Z-01A	TCGA-W5-AA2Z	CHOL	TP	1	1	4	3	4	4	4	4	4	2	2
TCGA-W5-AA30-01A	TCGA-W5-AA30	CHOL	TP	1	1	4	3	4	6	7	7	7	6	6
TCGA-W5-AA31-01A	TCGA-W5-AA31	CHOL	TP	1	1	4	3	4	7	8	9	10	9	9
TCGA-W5-AA33-01A	TCGA-W5-AA33	CHOL	TP	1	1	1	3	4	7	8	9	10	9	9
